,email,notes
1988,christine05@hotmail.com,p/n  +1-315-918-9131 st dt:2005-02-20 ENDT 2016-09-12
1989,javiergentry@hotmail.com,pn: +1-183-755-1990/st dt;06/09/1977/en dt:2015
1990,swatkins@hotmail.com,st dt;07/17/2000 ed date:2013-11
1991,petersenjermaine@orr-moreno.org,start date 1988-08-04/ed dt;2013-03/p#  016.417.9623x6339
1992,xchoi@gmail.com,P# +1-734-899-8215x1826 st dt:1985-02 end Dt 2017
1993,maynardbrandon@gmail.com,STDT 1981-07-20-end dt 2020-09-pn:  +1-325-713-8994
1994,zachary44@gmail.com,st dt;2000-05 ENDT 2021-10-28
1995,linblake@hotmail.com,st dt;1988-03-28 end date 04/10 pn: 866.901.2951x766
1996,xgriffin@gmail.com,P# 9478756534 st Dt 01/97 end Dt 05/11
1997,alexanderrodriguez@smith.com,st dt;05/92/end date 01/05/2020/p#  176-995-6456x393
1998,wwilliams@yahoo.com,p#  +1-471-226-4876x03993-start date 07/91-en dt:04/15
1999,brent46@gmail.com,st dt 04/99-en dt:11/03/2011-pn: 729.161.3762
